Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
Too Busy Thinking About My Baby,Marvin Gaye,2:56,4,0.751,0.385,6,-11.716,1,0.035,0.115,0,0.069,0.86,117.747,45,1969
Traces,Classics IV,2:48,4,0.43,0.316,11,-10.963,0,0.0294,0.731,0.00565,0.0816,0.429,107.858,44,1969
Wedding Bell Blues,The 5th Dimension,2:44,4,0.482,0.674,9,-5.41,0,0.0321,0.548,0,0.135,0.617,118.048,44,1969
Mother Popcorn,James Brown,3:16,4,0.944,0.748,7,-3.995,1,0.0593,0.125,0.258,0.0715,0.898,116.53,40,1969
Good Morning Starshine,Oliver,3:41,4,0.694,0.541,11,-7.91,1,0.0288,0.394,0.0000126,0.0525,0.862,125.012,40,1969
My Whole World Ended (THE Moment You Left Me),David Ruffin,3:32,4,0.567,0.667,5,-9.419,1,0.0411,0.00632,0,0.0306,0.849,110.152,38,1969
Love Theme From “ROMEO And Juliet”,Henry Mancini,3:44,3,0.236,0.224,7,-13.578,0,0.0378,0.835,0.843,0.232,0.0767,75.826,38,1969
Easy To Be Hard,Three Dog Night,3:12,4,0.323,0.518,4,-9.297,0,0.0378,0.276,0.00101,0.0972,0.218,89.863,38,1969
Can I Change My Mind,Tyrone Davis,2:57,4,0.545,0.669,1,-6.239,0,0.0456,0.314,0,0.0553,0.886,102.041,37,1969
Color Him Father,The Winstons,3:10,4,0.531,0.674,5,-7.312,0,0.0383,0.53,0.0000946,0.0368,0.869,115.087,35,1969
This Girl’s In Love With You,Dionne Warwick,2:47,4,0.666,0.31,0,-14.909,1,0.0333,0.686,0.901,0.111,0.549,84.735,33,1969
This Girl Is A Woman Now,Gary Puckett & The Union Gap,3:06,4,0.327,0.447,5,-11.124,1,0.0268,0.553,0,0.225,0.436,103.5,33,1969
Only The Strong Survive,Jerry Butler,3:37,4,0.528,0.782,10,-5.518,0,0.35,0.343,0,0.297,0.652,176.731,33,1969
Tracy,The Cuff Links,4:33,4,0.275,0.971,2,-4.66,1,0.154,0.025,0.00557,0.899,0.267,121.395,32,1969
Love (CAN Make You Happy),Mercy,3:28,4,0.29,0.261,4,-14.348,0,0.0346,0.143,0.0000769,0.166,0.231,86.489,31,1969
It’s Your Thing,The Isley Brothers,4:00,4,0.87,0.762,6,-7.456,1,0.157,0.172,0,0.0794,0.752,103.025,31,1969
"Runaway Child, Running Wild",The Temptations,4:46,4,0.533,0.49,5,-12.775,0,0.0441,0.211,0.0000167,0.0749,0.806,107.962,31,1969
Sweet Cherry Wine,Tommy James and the Shondells,4:31,4,0.518,0.549,0,-9.723,1,0.0284,0.202,0,0.389,0.775,106.51,31,1969
Gitarzan,Ray Stevens,3:07,3,0.401,0.8,7,-8.424,1,0.14,0.484,0,0.943,0.696,93.627,30,1969
Indian Giver,1910 Fruitgum Company,2:55,4,0.807,0.776,6,-6.397,0,0.361,0.0107,0.0000174,0.289,0.624,166.067,28,1969
The Worst That Could Happen,Johnny Maestro & the Brooklyn Bridge,2:18,4,0.257,0.331,0,-11.132,1,0.0323,0.73,0,0.127,0.217,172.077,24,1969
That’s The Way Love Is,Marvin Gaye,3:55,4,0.573,0.464,4,-18.691,1,0.106,0.547,0.00183,0.972,0.929,120.384,20,1969
Everybody’s Talkin’,Harry Nilsson,2:11,4,0.609,0.952,8,-2.758,1,0.0277,0.133,0.000012,0.136,0.968,99.147,17,1969
Who’s Making Love,Johnnie Taylor,3:48,4,0.677,0.637,11,-8.545,0,0.0439,0.102,0,0.355,0.598,96.179,11,1969
I’ll Never Fall In Love Again,Tom Jones,5:34,4,0.393,0.343,2,-11.336,1,0.104,0.847,0,0.638,0.484,75.492,11,1969
Witchita Lineman,Glen Campbell,3:27,4,0.132,0.882,9,-10.754,1,0.0551,0.0356,0.178,0.127,0.139,170.113,6,1969
I’ve Gotta Be Me,"Sammy Davis, Jr.",5:03,4,0.746,0.531,5,-9.197,0,0.0426,0.123,0,0.223,0.752,126.092,6,1969
